T,Salt,Cs,fs,Cp,Gamma,Eta,Eta_pred,Eta_abs_err
25,NaCl,10,0.5,0.1,35.9,1.1798,1.2200860990347615,0.04028609903476155
25,NaCl,10,0.5,0.1,42.6,1.1023,1.2734182590300644,0.1711182590300644
25,NaCl,10,0.5,0.1,50.5,1.1284,1.2941181947214757,0.16571819472147564
25,NaCl,10,0.5,0.1,59.9,1.2529,1.3731203961129184,0.12022039611291846
25,NaCl,10,0.5,0.1,71.1,1.2816,1.3924654024248004,0.11086540242480036
25,NaCl,10,0.5,0.1,84.3,1.3021,1.3856987639882983,0.08359876398829824
25,NaCl,10,0.5,0.1,100.0,1.2525,1.3931498698916398,0.14064986989163986
25,NaCl,10,0.5,0.5,0.00981,240.38,130.1209554533555,110.2590445466445
25,NaCl,10,0.5,0.5,0.0118,10.123,17.395478696387872,7.272478696387873
25,NaCl,10,0.5,0.5,0.014,6.9626,11.975165789470314,5.0125657894703135
25,NaCl,10,0.5,0.5,0.0277,14.534,15.482994828892258,0.948994828892257
25,NaCl,10,0.5,0.5,0.0391,10.486,12.309586197320073,1.823586197320072
25,NaCl,10,0.5,0.5,0.0463,9.3025,11.541512660222802,2.2390126602228015
25,NaCl,10,0.5,0.5,0.0653,0.95475,2.5601849870531135,1.6054349870531135
25,NaCl,10,0.5,0.5,0.0918,6.9789,8.723882371617135,1.7449823716171347
25,NaCl,10,0.5,0.5,0.129,7.9587,8.52385584718337,0.5651558471833695
25,NaCl,10,0.5,0.5,0.182,3.886,4.525319620228504,0.6393196202285036
25,NaCl,10,0.5,0.5,0.255,4.5717,3.9009159537508955,0.6707840462491044
25,NaCl,10,0.5,0.5,0.303,5.1382,4.01594877710582,1.12225122289418
25,NaCl,10,0.5,0.5,0.359,1.5356,2.0445987848075444,0.5089987848075443
25,NaCl,10,0.5,0.5,0.426,1.2691,1.540655762133405,0.27155576213340504
25,NaCl,10,0.5,0.5,0.505,2.1789,2.021092105520331,0.15780789447966903
25,NaCl,10,0.5,0.5,0.599,3.0484,2.9383722785521993,0.11002772144780071
25,NaCl,10,0.5,0.5,0.711,2.7422,2.5795258318596996,0.16267416814030033
25,NaCl,10,0.5,0.5,0.843,2.2134,2.141116855685551,0.07228314431444893
25,NaCl,10,0.5,0.5,1.0,2.8463,2.151115536171788,0.6951844638282116
25,NaCl,10,0.5,0.5,1.19,3.0166,2.0895325835128675,0.9270674164871324
25,NaCl,10,0.5,0.5,1.41,2.7844,2.26782045734743,0.5165795426525701
25,NaCl,10,0.5,0.5,1.67,2.7767,2.542175088674204,0.23452491132579611
25,NaCl,10,0.5,0.5,1.98,2.7747,2.525156949364771,0.24954305063522897
25,NaCl,10,0.5,0.5,2.35,2.8079,2.686925984863454,0.12097401513654615
25,NaCl,10,0.5,0.5,2.78,2.6591,2.5146357164784434,0.1444642835215566
25,NaCl,10,0.5,0.5,3.3,2.636,2.2908873342355656,0.34511266576443456
25,NaCl,10,0.5,0.5,3.91,2.5088,2.0640019981431936,0.4447980018568063
25,NaCl,10,0.5,0.5,4.64,2.529,2.241761885131274,0.28723811486872597
25,NaCl,10,0.5,0.5,5.5,2.4291,2.142920441711875,0.28617955828812525
25,NaCl,10,0.5,0.5,6.53,2.3228,2.0682346003072043,0.2545653996927957
25,NaCl,10,0.5,0.5,7.74,2.2644,1.9792667261301256,0.28513327386987464
25,NaCl,10,0.5,0.5,9.18,2.1687,1.9270375163993128,0.2416624836006871
25,NaCl,10,0.5,0.5,10.9,2.1838,1.9368995118201313,0.24690048817986887
25,NaCl,10,0.5,0.5,12.9,2.1669,1.9338419096898691,0.23305809031013092
25,NaCl,10,0.5,0.5,15.3,2.1374,1.9024353606539366,0.23496463934606338
25,NaCl,10,0.5,0.5,18.2,2.0738,1.856640797145247,0.21715920285475288
25,NaCl,10,0.5,0.5,21.5,1.9853,1.8721917945438427,0.1131082054561574
25,NaCl,10,0.5,0.5,25.5,2.0482,1.821246586184551,0.22695341381544898
25,NaCl,10,0.5,0.5,30.3,1.982,1.7796731941862212,0.20232680581377882
25,NaCl,10,0.5,0.5,35.9,1.9562,1.817437965023427,0.13876203497657302
25,NaCl,10,0.5,0.5,42.6,1.9221,1.8005513756775988,0.1215486243224011
25,NaCl,10,0.5,0.5,50.5,1.987,1.9183752410432193,0.06862475895678077
25,NaCl,10,0.5,0.5,59.9,1.8451,1.826443161337672,0.018656838662328035
25,NaCl,10,0.5,0.5,71.1,1.7954,1.7611468015890452,0.034253198410954866
25,NaCl,10,0.5,0.5,84.3,1.7998,1.76366398555516,0.03613601444484016
25,NaCl,10,0.5,0.5,100.0,1.9259,1.9027044647121207,0.02319553528787921
25,NaCl,10,0.5,1.0,0.00129,47.151,54.19650194722482,7.045501947224814
25,NaCl,10,0.5,1.0,0.00216,54.668,59.27617598363353,4.608175983633529
25,NaCl,10,0.5,1.0,0.00274,191.55,124.21230832477185,67.33769167522816
25,NaCl,10,0.5,1.0,0.00358,136.94,113.34517551819772,23.594824481802277
25,NaCl,10,0.5,1.0,0.00466,54.494,53.660967336845175,0.8330326631548246
25,NaCl,10,0.5,1.0,0.006,31.506,37.50590369207064,5.999903692070639
25,NaCl,10,0.5,1.0,0.00995,46.052,40.442079556018406,5.6099204439815935
25,NaCl,10,0.5,1.0,0.0129,37.603,31.047643688061353,6.555356311938649
25,NaCl,10,0.5,1.0,0.0167,18.533,20.54368542887121,2.0106854288712093
25,NaCl,10,0.5,1.0,0.0216,36.441,28.182768349695134,8.258231650304868
25,NaCl,10,0.5,1.0,0.0278,21.834,19.74122639087937,2.0927736091206306
25,NaCl,10,0.5,1.0,0.0359,13.797,13.05789015247523,0.7391098475247713
25,NaCl,10,0.5,1.0,0.0465,5.1158,7.012809156970304,1.897009156970304
25,NaCl,10,0.5,1.0,0.0599,9.7459,10.076233166804691,0.3303331668046905
25,NaCl,10,0.5,1.0,0.0773,28.398,17.677417604075597,10.720582395924403
25,NaCl,10,0.5,1.0,0.1,8.4346,8.747732073710331,0.3131320737103316
25,NaCl,10,0.5,1.0,0.129,9.1799,8.263622884140345,0.9162771158596552
25,NaCl,10,0.5,1.0,0.216,2.2224,3.1185976146258247,0.8961976146258248
25,NaCl,10,0.5,1.0,0.278,4.1405,4.466774701148037,0.32627470114803714
25,NaCl,10,0.5,1.0,0.359,5.2525,5.241286289816318,0.011213710183682224
25,NaCl,10,0.5,1.0,0.464,6.6583,6.0881384752969785,0.5701615247030212
25,NaCl,10,0.5,1.0,0.599,7.1768,6.518412615842953,0.6583873841570469
25,NaCl,10,0.5,1.0,0.774,6.4226,6.004421088299526,0.4181789117004744
25,NaCl,10,0.5,1.0,1.0,5.1486,5.284245400063264,0.13564540006326364
25,NaCl,10,0.5,1.0,1.29,5.2129,5.157449236080984,0.05545076391901649
25,NaCl,10,0.5,1.0,1.67,5.1506,5.064790656061067,0.08580934393893269
25,NaCl,10,0.5,1.0,2.15,4.9539,4.899141815065384,0.054758184934615706
25,NaCl,10,0.5,1.0,2.78,4.7453,4.730962983146441,0.014337016853559703
25,NaCl,10,0.5,1.0,3.59,4.6406,4.6149976795226575,0.025602320477342566
25,NaCl,10,0.5,1.0,4.64,4.5164,4.46669270536475,0.04970729463525014
25,NaCl,10,0.5,1.0,5.99,4.2894,4.30421424732418,0.01481424732418013
25,NaCl,10,0.5,1.0,7.74,4.1409,4.163751770317852,0.02285177031785146
25,NaCl,10,0.5,1.0,10.0,3.9674,4.008118246465347,0.040718246465347274
25,NaCl,10,0.5,1.0,12.9,3.8298,3.882920343016186,0.053120343016185956
25,NaCl,10,0.5,1.0,16.7,3.6325,3.6963851371807426,0.06388513718074273
25,NaCl,10,0.5,1.0,21.5,3.3674,3.472532263049361,0.10513226304936119
25,NaCl,10,0.5,1.0,27.8,3.2719,3.3183875205066493,0.04648752050664928
25,NaCl,10,0.5,1.0,35.9,3.1081,3.1499606670281377,0.04186066702813784
25,NaCl,10,0.5,1.0,46.4,3.0225,3.0366116597847417,0.014111659784741715
25,NaCl,10,0.5,1.0,59.9,2.7665,2.8342146847184235,0.06771468471842335
25,NaCl,10,0.5,1.0,77.4,2.6648,2.7291718540333747,0.06437185403337464
25,NaCl,10,0.5,1.0,100.0,2.6666,2.7131531232923467,0.04655312329234684
25,NaCl,10,0.5,1.0,129.0,2.6002,2.631662657532262,0.03146265753226185
25,NaCl,10,0.5,1.0,167.0,2.5713,2.6098664283933606,0.03856642839336066
25,NaCl,10,0.5,1.0,215.0,2.4683,2.64770802093173,0.1794080209317297
25,NaCl,10,0.5,1.0,278.0,3.5751,3.4489401961037194,0.12615980389628056
25,NaCl,10,0.5,1.0,359.0,3.9743,4.056938321247918,0.08263832124791781
25,NaCl,10,0.5,1.0,464.0,4.468,4.59178911851173,0.12378911851172969
25,NaCl,10,0.5,1.0,600.0,5.0283,5.108366864066905,0.08006686406690555
25,NaCl,10,0.5,1.0,774.0,5.4997,5.568125823696873,0.06842582369687289
25,NaCl,10,0.5,1.0,1000.0,6.1046,5.988563037977675,0.11603696202232427
25,NaCl,10,0.5,2.5,0.001,12.513,11.60141623805806,0.9115837619419391
25,NaCl,10,0.5,2.5,0.00167,5.4413,8.037532114440511,2.596232114440511
25,NaCl,10,0.5,2.5,0.00278,26.901,24.973961279215498,1.927038720784502
25,NaCl,10,0.5,2.5,0.00359,39.319,31.089078021717015,8.229921978282988
25,NaCl,10,0.5,2.5,0.00464,33.707,30.85374066310353,2.853259336896471
25,NaCl,10,0.5,2.5,0.006,15.839,19.288935841038697,3.4499358410386964
25,NaCl,10,0.5,2.5,0.00774,6.9755,9.28122764374152,2.3057276437415197
25,NaCl,10,0.5,2.5,0.01,13.587,11.811043198291577,1.775956801708423
25,NaCl,10,0.5,2.5,0.0129,11.373,11.183454524065045,0.1895454759349544
25,NaCl,10,0.5,2.5,0.0167,8.6695,9.515798190680421,0.8462981906804217
25,NaCl,10,0.5,2.5,0.0215,10.032,10.140907418681381,0.10890741868138143
25,NaCl,10,0.5,2.5,0.0278,13.947,13.600141935916678,0.346858064083321
25,NaCl,10,0.5,2.5,0.0359,16.665,15.918770771615067,0.7462292283849319
25,NaCl,10,0.5,2.5,0.0464,14.705,15.240197006592659,0.535197006592659
25,NaCl,10,0.5,2.5,0.06,16.762,16.328175896198633,0.43382410380136704
25,NaCl,10,0.5,2.5,0.0774,18.828,17.922658800525713,0.9053411994742859
25,NaCl,10,0.5,2.5,0.1,17.671,17.989878758803577,0.31887875880357797
25,NaCl,10,0.5,2.5,0.129,18.114,18.252407980887263,0.13840798088726203
25,NaCl,10,0.5,2.5,0.167,18.994,18.65903461492787,0.334965385072131
25,NaCl,10,0.5,2.5,0.215,19.97,19.382597026553302,0.5874029734466966
25,NaCl,10,0.5,2.5,0.278,20.359,20.094527469026083,0.26447253097391865
25,NaCl,10,0.5,2.5,0.359,21.01,20.56531415646166,0.4446858435383412
25,NaCl,10,0.5,2.5,0.464,21.611,20.45732475227631,1.1536752477236902
25,NaCl,10,0.5,2.5,0.599,20.32,19.54752830506611,0.7724716949338912
25,NaCl,10,0.5,2.5,0.774,18.903,18.834588051796203,0.0684119482037957
25,NaCl,10,0.5,2.5,1.0,17.785,17.837050955990236,0.05205095599023579
25,NaCl,10,0.5,2.5,1.29,17.315,17.415097383597676,0.1000973835976744
25,NaCl,10,0.5,2.5,1.67,16.879,16.879598474296603,0.0005984742966020917
25,NaCl,10,0.5,2.5,2.15,15.475,15.730217843739732,0.25521784373973233
25,NaCl,10,0.5,2.5,2.78,14.885,14.961423662477566,0.07642366247756627
25,NaCl,10,0.5,2.5,3.59,13.713,13.91077098840785,0.19777098840785
25,NaCl,10,0.5,2.5,4.64,12.953,13.063942949711064,0.110942949711065
25,NaCl,10,0.5,2.5,5.99,12.026,12.036510986211468,0.010510986211468065
25,NaCl,10,0.5,2.5,7.74,11.112,11.04477942695042,0.06722057304958007
25,NaCl,10,0.5,2.5,10.0,10.229,10.139979175955524,0.08902082404447498
25,NaCl,10,0.5,2.5,12.9,9.3907,9.307778599103976,0.08292140089602462
25,NaCl,10,0.5,2.5,16.7,8.6347,8.536708323964278,0.09799167603572201
25,NaCl,10,0.5,2.5,21.5,7.9292,7.81787570026806,0.11132429973193947
25,NaCl,10,0.5,2.5,27.8,7.2545,7.192471337207386,0.06202866279261432
25,NaCl,10,0.5,2.5,35.9,6.659,6.57746369943463,0.08153630056536976
25,NaCl,10,0.5,2.5,46.4,6.1199,6.077647079199967,0.04225292080003307
25,NaCl,10,0.5,2.5,59.9,5.6264,5.620627636269632,0.005772363730367935
25,NaCl,10,0.5,2.5,77.4,5.2259,5.247183097706715,0.021283097706715104
25,NaCl,10,0.5,2.5,100.0,4.8524,4.940486019149861,0.08808601914986092
25,NaCl,10,0.5,2.5,129.0,4.52,4.46226962676623,0.057730373233769505
25,NaCl,10,0.5,2.5,167.0,4.2536,4.270796223020264,0.01719622302026469
25,NaCl,10,0.5,2.5,215.0,4.0308,4.115329744595137,0.08452974459513651
25,NaCl,10,0.5,2.5,278.0,4.4146,4.366401425086067,0.048198574913932646
25,NaCl,10,0.5,2.5,359.0,5.4399,5.3190493111309785,0.12085068886902128
25,NaCl,10,0.5,2.5,464.0,6.0156,5.929920652657937,0.0856793473420634
25,NaCl,10,0.5,2.5,599.0,6.6384,6.716507272244757,0.07810727224475755
25,NaCl,10,0.5,2.5,774.0,7.2306,7.31630612882222,0.0857061288222205
25,NaCl,10,0.5,2.5,1000.0,7.8637,7.930754735462482,0.06705473546248264
25,NaCl,10,0.5,10.0,0.00132,347.75,345.1952744368808,2.5547255631191774
25,NaCl,10,0.5,10.0,0.00172,205.64,257.7919090895164,52.15190908951644
25,NaCl,10,0.5,10.0,0.00217,359.84,360.87699427051604,1.036994270516061
25,NaCl,10,0.5,10.0,0.00278,346.33,392.89259064721193,46.56259064721195
25,NaCl,10,0.5,10.0,0.0035,688.31,546.411696728224,141.89830327177594
25,NaCl,10,0.5,10.0,0.00467,394.83,419.6710416496631,24.84104164966311
25,NaCl,10,0.5,10.0,0.006,415.62,418.1920192352801,2.572019235280095
25,NaCl,10,0.5,10.0,0.00772,420.78,419.75663018540024,1.0233698145997323
25,NaCl,10,0.5,10.0,0.01,407.18,414.9484568953466,7.768456895346617
25,NaCl,10,0.5,10.0,0.0129,456.35,440.6827903752522,15.66720962474784
25,NaCl,10,0.5,10.0,0.0167,422.38,425.08978861091856,2.709788610918565
25,NaCl,10,0.5,10.0,0.0215,405.3,413.61744501792253,8.317445017922523
25,NaCl,10,0.5,10.0,0.0278,429.83,425.11430306707393,4.7156969329260505
25,NaCl,10,0.5,10.0,0.0359,444.53,432.429801115969,12.100198884030988
25,NaCl,10,0.5,10.0,0.0464,412.89,417.5928516219238,4.702851621923799
25,NaCl,10,0.5,10.0,0.0599,425.74,420.4028283033638,5.337171696636233
25,NaCl,10,0.5,10.0,0.0775,401.86,411.3472377619025,9.487237761902463
25,NaCl,10,0.5,10.0,0.0999,441.41,430.42610460637303,10.983895393626995
25,NaCl,10,0.5,10.0,0.129,415.74,420.9884463400358,5.248446340035798
25,NaCl,10,0.5,10.0,0.167,430.23,424.5042359974965,5.725764002503524
25,NaCl,10,0.5,10.0,0.215,409.84,411.5087748180235,1.6687748180235076
25,NaCl,10,0.5,10.0,0.278,401.1,403.36989590282985,2.2698959028298304
25,NaCl,10,0.5,10.0,0.359,399.75,398.55045299076096,1.1995470092390406
25,NaCl,10,0.5,10.0,0.464,388.25,387.2601625852126,0.9898374147874165
25,NaCl,10,0.5,10.0,0.6,361.06,363.14815308440353,2.0881530844035296
25,NaCl,10,0.5,10.0,0.774,336.58,336.42161960197666,0.1583803980233256
25,NaCl,10,0.5,10.0,1.0,305.14,304.7904093280894,0.3495906719105619
25,NaCl,10,0.5,10.0,1.29,270.62,268.89378131549034,1.7262186845096608
25,NaCl,10,0.5,10.0,1.67,234.08,232.13256846082143,1.9474315391785808
25,NaCl,10,0.5,10.0,2.15,199.69,198.01646346751167,1.6735365324883276
25,NaCl,10,0.5,10.0,2.78,169.17,167.47259276880462,1.6974072311953705
25,NaCl,10,0.5,10.0,3.59,142.72,140.9454245433011,1.7745754566988978
25,NaCl,10,0.5,10.0,4.64,120.47,119.53239779788971,0.9376022021102841
25,NaCl,10,0.5,10.0,5.99,101.7,100.90704390210492,0.792956097895086
25,NaCl,10,0.5,10.0,7.74,85.981,84.59687832097762,1.3841216790223712
25,NaCl,10,0.5,10.0,10.0,72.81,70.48005324121259,2.3299467587874148
25,NaCl,10,0.5,10.0,12.9,61.823,60.76275540183929,1.0602445981607076
25,NaCl,10,0.5,10.0,16.7,52.607,51.34064807651653,1.2663519234834695
25,NaCl,10,0.5,10.0,21.5,44.873,45.33108132316122,0.45808132316122396
25,NaCl,10,0.5,10.0,27.8,38.303,38.22537670128663,0.07762329871336959
25,NaCl,10,0.5,10.0,35.9,33.024,32.43805885689072,0.5859411431092809
25,NaCl,10,0.5,10.0,46.4,28.348,27.23183607985941,1.1161639201405897
25,NaCl,10,0.5,10.0,59.9,24.673,23.65561183258039,1.0173881674196075
25,NaCl,10,0.5,10.0,77.4,21.603,21.553592655427874,0.0494073445721277
25,NaCl,10,0.5,10.0,100.0,18.942,18.99741181441805,0.05541181441805065
25,NaCl,10,0.5,10.0,129.0,16.961,16.06315810243853,0.8978418975614701
25,NaCl,10,0.5,10.0,167.0,15.158,14.13720045233169,1.0207995476683092
25,NaCl,10,0.5,10.0,215.0,13.831,13.359520415891083,0.4714795841089163
25,NaCl,10,0.5,10.0,278.0,12.204,11.754551590560348,0.44944840943965225
25,NaCl,10,0.5,10.0,359.0,10.776,10.264895937093982,0.5111040629060177
25,NaCl,10,0.5,10.0,464.0,9.4577,9.276460490422568,0.1812395095774324
25,NaCl,10,0.5,10.0,599.0,9.279,9.648235488541777,0.36923548854177746
25,NaCl,10,0.5,10.0,774.0,11.67,11.27685239071839,0.3931476092816091
25,NaCl,10,0.5,10.0,1000.0,12.109,11.807040077854502,0.3019599221454978
25,NaCl,10,0.5,30.0,0.001,21487.0,21297.378617942075,189.62138205792508
25,NaCl,10,0.5,30.0,0.00129,26020.0,25887.211779044173,132.78822095582655
25,NaCl,10,0.5,30.0,0.00167,27710.0,27547.6867808238,162.31321917620153
25,NaCl,10,0.5,30.0,0.00215,28477.0,28493.937026553445,16.93702655344532
25,NaCl,10,0.5,30.0,0.00278,28782.0,28696.245555723202,85.75444427679759
25,NaCl,10,0.5,30.0,0.00359,28649.0,28643.84938447139,5.1506155286115245
25,NaCl,10,0.5,30.0,0.00464,28350.0,28344.98821942109,5.011780578908656
25,NaCl,10,0.5,30.0,0.00599,27752.0,27750.76310218709,1.2368978129088646
25,NaCl,10,0.5,30.0,0.00774,26824.0,26831.309102722218,7.3091027222180855
25,NaCl,10,0.5,30.0,0.01,25678.0,25674.238491322732,3.7615086772675568
25,NaCl,10,0.5,30.0,0.0129,24240.0,24271.61266671605,31.612666716049716
25,NaCl,10,0.5,30.0,0.0167,22571.0,22606.582070813314,35.5820708133142
25,NaCl,10,0.5,30.0,0.0215,20718.0,20761.399175862345,43.399175862345146
25,NaCl,10,0.5,30.0,0.0278,18780.0,18804.33781805305,24.337818053048977
25,NaCl,10,0.5,30.0,0.0359,16825.0,16827.596597415097,2.596597415096767
25,NaCl,10,0.5,30.0,0.0464,14918.0,14917.271628838998,0.7283711610016326
25,NaCl,10,0.5,30.0,0.0599,13145.0,13112.725202329299,32.274797670701446
25,NaCl,10,0.5,30.0,0.0774,11499.0,11467.283316711924,31.71668328807573
25,NaCl,10,0.5,30.0,0.1,9969.8,9936.323080745813,33.476919254186214
25,NaCl,10,0.5,30.0,0.129,8570.0,8550.125650030002,19.87434996999764
25,NaCl,10,0.5,30.0,0.167,7337.9,7317.613784338053,20.2862156619467
25,NaCl,10,0.5,30.0,0.215,6248.3,6235.766224705491,12.533775294508814
25,NaCl,10,0.5,30.0,0.278,5279.4,5265.620196154876,13.779803845123752
25,NaCl,10,0.5,30.0,0.359,4452.5,4446.160959823115,6.339040176884737
25,NaCl,10,0.5,30.0,0.464,3735.5,3741.0500912166217,5.550091216621695
25,NaCl,10,0.5,30.0,0.599,3120.5,3136.895279213399,16.395279213399135
25,NaCl,10,0.5,30.0,0.774,2600.1,2616.7171660772137,16.617166077213824
25,NaCl,10,0.5,30.0,1.0,2160.3,2177.3088753208244,17.008875320824245
25,NaCl,10,0.5,30.0,1.29,1791.0,1810.6322071628451,19.632207162845134
25,NaCl,10,0.5,30.0,1.67,1483.4,1505.733194994572,22.33319499457184
25,NaCl,10,0.5,30.0,2.15,1227.8,1244.1699740947302,16.369974094730196
25,NaCl,10,0.5,30.0,2.78,1016.2,1031.2930168372993,15.093016837299274
25,NaCl,10,0.5,30.0,3.59,841.22,855.6979640459289,14.477964045928843
25,NaCl,10,0.5,30.0,4.64,696.75,707.8397048788019,11.089704878801854
25,NaCl,10,0.5,30.0,5.99,577.12,587.6136096481404,10.493609648140364
25,NaCl,10,0.5,30.0,7.74,477.84,485.36066868282444,7.520668682824464
25,NaCl,10,0.5,30.0,10.0,395.39,402.5578209105098,7.167820910509818
25,NaCl,10,0.5,30.0,12.9,326.94,334.04918804565534,7.109188045655344
25,NaCl,10,0.5,30.0,16.7,270.31,276.1581720941993,5.848172094199299
25,NaCl,10,0.5,30.0,21.5,223.66,228.4633075270803,4.803307527080307
25,NaCl,10,0.5,30.0,27.8,185.37,186.77008744221146,1.4000874422114578
25,NaCl,10,0.5,30.0,35.9,153.93,154.05226109880584,0.12226109880583635
25,NaCl,10,0.5,30.0,46.4,128.09,126.19984653191028,1.8901534680897214
25,NaCl,10,0.5,30.0,59.9,107.07,107.84061962485286,0.7706196248528698
25,NaCl,10,0.5,30.0,77.4,89.841,90.49151891768516,0.6505189176851616
25,NaCl,10,0.5,30.0,100.0,75.679,76.28990529988778,0.6109052998877758
25,NaCl,10,0.5,30.0,129.0,63.405,64.48522176965066,1.080221769650663
25,NaCl,10,0.5,30.0,167.0,53.347,54.00153563718696,0.6545356371869602
25,NaCl,10,0.5,30.0,215.0,45.53,45.92753071031307,0.3975307103130703
25,NaCl,10,0.5,30.0,278.0,38.693,38.919521394895504,0.2265213948955065
25,NaCl,10,0.5,30.0,359.0,33.322,33.77489379811872,0.45289379811871555
25,NaCl,10,0.5,30.0,464.0,29.314,29.65193780537725,0.33793780537725127
25,NaCl,10,0.5,30.0,599.0,25.218,26.34629082866888,1.1282908286688809
25,NaCl,10,0.5,30.0,774.0,22.237,23.091320636628645,0.8543206366286462
25,NaCl,10,0.5,30.0,1000.0,20.054,21.32131821880462,1.267318218804622
25,NaCl,10,0.5,50.0,0.001,74212.0,78776.31829874983,4564.318298749829
25,NaCl,10,0.5,50.0,0.00129,94414.0,96942.59249720693,2528.5924972069333
25,NaCl,10,0.5,50.0,0.00167,103510.0,104263.53943738806,753.5394373880554
25,NaCl,10,0.5,50.0,0.00215,108000.0,107813.25419802454,186.74580197545583
25,NaCl,10,0.5,50.0,0.00278,110060.0,109306.72216071133,753.2778392886685
25,NaCl,10,0.5,50.0,0.00359,109740.0,109269.80270960172,470.19729039828235
25,NaCl,10,0.5,50.0,0.00464,107840.0,107074.1177369082,765.8822630918003
25,NaCl,10,0.5,50.0,0.006,104490.0,103486.90724467472,1003.0927553252841
25,NaCl,10,0.5,50.0,0.00774,99596.0,99170.29486243028,425.7051375697192
25,NaCl,10,0.5,50.0,0.01,93246.0,93574.53220816934,328.5322081693448
25,NaCl,10,0.5,50.0,0.0129,86073.0,86799.6184157985,726.6184157984972
25,NaCl,10,0.5,50.0,0.0167,78143.0,78461.4029412626,318.40294126259687
25,NaCl,10,0.5,50.0,0.0215,70112.0,70134.32556616238,22.325566162384348
25,NaCl,10,0.5,50.0,0.0278,62114.0,62000.89249198659,113.10750801341055
25,NaCl,10,0.5,50.0,0.0359,54461.0,54411.70182276878,49.2981772312196
25,NaCl,10,0.5,50.0,0.0464,47300.0,47105.078972673684,194.9210273263161
25,NaCl,10,0.5,50.0,0.0599,40729.0,40571.34635983314,157.65364016686362
25,NaCl,10,0.5,50.0,0.0774,34837.0,34701.13741790388,135.86258209611697
25,NaCl,10,0.5,50.0,0.1,29597.0,29365.052398476975,231.9476015230248
25,NaCl,10,0.5,50.0,0.129,24963.0,24905.03264559727,57.96735440272823
25,NaCl,10,0.5,50.0,0.167,20915.0,20899.257921215856,15.742078784143814
25,NaCl,10,0.5,50.0,0.215,17467.0,17555.772334044854,88.77233404485378
25,NaCl,10,0.5,50.0,0.278,14505.0,14661.851336614602,156.85133661460168
25,NaCl,10,0.5,50.0,0.359,12008.0,12074.904021163955,66.9040211639549
25,NaCl,10,0.5,50.0,0.464,9903.7,9994.587000329915,90.88700032991437
25,NaCl,10,0.5,50.0,0.599,8149.7,8239.163147201762,89.46314720176179
25,NaCl,10,0.5,50.0,0.774,6697.9,6806.391282346723,108.49128234672298
25,NaCl,10,0.5,50.0,1.0,5501.5,5563.588551181716,62.08855118171596
25,NaCl,10,0.5,50.0,1.29,4514.5,4574.065613203515,59.56561320351466
25,NaCl,10,0.5,50.0,1.67,3706.3,3794.82456936071,88.52456936070985
25,NaCl,10,0.5,50.0,2.15,3042.9,3126.924350232054,84.02435023205408
25,NaCl,10,0.5,50.0,2.78,2496.1,2555.392688639566,59.29268863956622
25,NaCl,10,0.5,50.0,3.59,2044.9,2102.238560128091,57.3385601280911
25,NaCl,10,0.5,50.0,4.64,1671.9,1722.2886481111307,50.38864811113058
25,NaCl,10,0.5,50.0,5.99,1363.3,1395.7792243215138,32.47922432151381
25,NaCl,10,0.5,50.0,7.74,1109.8,1120.5595954953887,10.759595495388794
25,NaCl,10,0.5,50.0,10.0,902.28,934.163483400723,31.88348340072298
25,NaCl,10,0.5,50.0,12.9,733.3,757.3502944631199,24.05029446311994
25,NaCl,10,0.5,50.0,16.7,596.09,613.0421589404114,16.952158940411323
25,NaCl,10,0.5,50.0,21.5,484.82,503.7542854657452,18.934285465745234
25,NaCl,10,0.5,50.0,27.8,394.78,404.3702933575371,9.59029335753712
25,NaCl,10,0.5,50.0,35.9,322.05,326.49226475320484,4.4422647532048245
25,NaCl,10,0.5,50.0,46.4,263.26,265.9486562861056,2.6886562861055836
25,NaCl,10,0.5,50.0,59.9,215.75,216.09479320643806,0.3447932064380552
25,NaCl,10,0.5,50.0,77.4,177.54,177.9390690204818,0.3990690204818179
25,NaCl,10,0.5,50.0,100.0,146.26,145.10840384449259,1.1515961555074057
25,NaCl,10,0.5,50.0,129.0,120.83,114.88453840613305,5.945461593866952
25,NaCl,10,0.5,50.0,167.0,99.008,86.7083358200403,12.299664179959692
25,NaCl,10,0.5,50.0,215.0,82.49,51.026940011044566,31.46305998895543
25,NaCl,10,0.5,50.0,278.0,68.894,79.17099040126092,10.276990401260917
25,NaCl,10,0.5,50.0,359.0,58.622,62.576484557090595,3.954484557090595
25,NaCl,10,0.5,50.0,464.0,49.397,52.26231951322809,2.865319513228094
25,NaCl,10,0.5,50.0,599.0,42.909,44.90287374342241,1.9938737434224123
25,NaCl,10,0.5,50.0,774.0,36.59,39.52629850662181,2.93629850662181
25,NaCl,10,0.5,50.0,1000.0,31.794,35.68080889774063,3.8868088977406323
25,NaCl,100,0.5,0.5,0.0215,35.193,39.727162454403384,4.534162454403386
25,NaCl,100,0.5,0.5,0.0278,79.69,56.57097597906661,23.119024020933388
25,NaCl,100,0.5,0.5,0.0359,80.407,64.90738270331022,15.499617296689777
25,NaCl,100,0.5,0.5,0.0464,43.513,40.604449995852505,2.908550004147493
25,NaCl,100,0.5,0.5,0.1,15.569,18.19760377679901,2.628603776799009
25,NaCl,100,0.5,0.5,0.129,38.414,21.43162935532563,16.982370644674372
25,NaCl,100,0.5,0.5,0.167,0.63138,1.9030828670643185,1.2717028670643185
