T,Salt,Cs,fs,Cp,Gamma,Eta_true,Eta_pred_DecisionTree,Eta_pred_RandomForest,Eta_pred_GBT,Eta_pred_XGBoost,Eta_pred_LinearRegression
25,CaCl2,100,0.5,3.0,10.0,2.0449,2.042325216359995,2.0502852310972917,2.067564944080319,2.067118,11.820120130880337
25,CaCl2,100,0.5,3.0,12.9,2.031,2.042325216359995,2.040175662449638,2.027087472514685,2.0416272,11.705342896106393
25,CaCl2,100,0.5,3.0,16.7,2.0289,2.042325216359995,2.028370341314103,2.0326259725029736,2.0543635,11.556630469698929
25,CaCl2,100,0.5,3.0,21.5,2.0119,1.998471389855866,2.0103948193181003,2.012185328233967,2.0046988,11.371480731625466
25,CaCl2,100,0.5,3.0,27.8,2.0048,1.998471389855866,2.0036246166026017,1.9874440717695705,2.031595,11.132965758080156
25,CaCl2,100,0.5,3.0,35.9,1.9898,1.998471389855866,1.998176198674731,1.955361206989086,2.0279398,10.833639981595642
25,CaCl2,100,0.5,3.0,46.4,2.0009,1.998471389855866,1.9973896672969353,1.9385224752694228,2.007642,10.457570997035335
25,CaCl2,100,0.5,3.0,59.9,1.9937,1.998471389855866,1.9966833493189036,1.930309189196816,1.9898186,9.993172056831202
25,CaCl2,100,0.5,3.0,77.4,1.9986,1.998471389855866,1.9966833493189036,1.9140222088773142,1.9896654,9.421731763660604
25,CaCl2,100,0.5,3.0,100.0,1.9897,1.998471389855866,1.9962237928124207,1.9058810879739962,2.0048854,8.731834823733875
25,CaCl2,10,0.5,40.0,0.001,3144.1,3301.603085186506,3213.897774061509,3205.8609989078495,3321.4849,249.47772459067772
25,CaCl2,10,0.5,40.0,0.00136,3277.1,3301.603085186506,3276.6897728166336,3421.8189477340547,3570.9006,249.47742239584548
25,CaCl2,10,0.5,40.0,0.00185,3314.3,3301.603085186506,3310.3551824627652,3446.480866930926,3521.6755,249.47701107568975
25,CaCl2,10,0.5,40.0,0.00251,3341.7,3301.603085186506,3323.5091607217014,3401.3019377362675,3521.6755,249.47645705369493
25,CaCl2,10,0.5,40.0,0.00341,3368.6,3301.603085186506,3324.5248979896473,3401.3019377362675,3521.6755,249.4757015711391
25,CaCl2,10,0.5,40.0,0.00464,3344.9,3301.603085186506,3324.5248979896473,3137.0305726440884,3106.4834,249.47466908201275
25,CaCl2,10,0.5,40.0,0.00631,3325.8,3301.603085186506,3317.485819293623,3047.9934243005077,2964.2349,249.4732672540225
25,CaCl2,10,0.5,40.0,0.00858,3272.3,3211.473661645051,3279.969394302443,3047.9934243005077,2964.2349,249.4713617878872
25,CaCl2,10,0.5,40.0,0.0117,3250.2,3211.473661645051,3256.7689983063938,2758.4631221081936,2933.5269,249.4687428449658
25,CaCl2,10,0.5,40.0,0.0158,3195.9,3211.473661645051,3224.282722100263,2505.467750599402,2917.6987,249.46530132716055
25,CaCl2,10,0.5,40.0,0.0215,3129.4,3211.473661645051,3161.38539877106,2475.3534646413877,2625.4658,249.46051685690074
25,CaCl2,10,0.5,40.0,0.0293,3040.3,2833.0065157426625,3058.1570961995435,2408.839171224242,2625.4658,249.4539698357694
25,CaCl2,10,0.5,40.0,0.0398,2923.4,2833.0065157426625,2873.5864848979754,2247.4682212265034,2203.6108,249.4451568094273
25,CaCl2,10,0.5,40.0,0.0541,2778.4,2833.0065157426625,2777.536196001476,2112.1365627875307,2072.0627,249.4331548076538
25,CaCl2,10,0.5,40.0,0.0736,2608.5,2833.0065157426625,2747.6847009930357,2217.2955767532026,2072.0627,249.41678937223315
25,CaCl2,10,0.5,40.0,0.1,2416.2,2566.314129971812,2505.6764307763256,2065.38981948323,2216.1318,249.39463480129484
25,CaCl2,10,0.5,40.0,0.136,2214.0,2566.314129971812,2429.1965450759685,1980.0389725883274,2062.6428,249.3644271941031
25,CaCl2,10,0.5,40.0,0.185,2005.0,2028.6677710004208,2200.711938234623,1873.551664096375,1897.925,249.32331716352732
25,CaCl2,10,0.5,40.0,0.251,1793.5,2028.6677710004208,1933.7419289197871,1549.6865413888597,1642.8264,249.26795518132892
25,CaCl2,10,0.5,40.0,0.341,1587.1,1604.7655639804373,1678.0736695343978,1462.6296069097762,1447.9569,249.19248137985315
25,CaCl2,10,0.5,40.0,0.464,1390.8,1604.7655639804373,1485.7108755669738,1288.7913308257077,1281.2421,249.08937080671586
25,CaCl2,10,0.5,40.0,0.631,1206.0,1228.3035684239583,1292.3289433837658,1039.8041576495018,1179.6963,248.9494434353441
25,CaCl2,10,0.5,40.0,0.858,1037.4,1228.3035684239583,1142.0943633311638,1005.3260636474553,1078.9603,248.75936878867404
25,CaCl2,10,0.5,40.0,1.17,884.48,912.4626774605857,950.4138013230793,926.3402465688179,1013.0903,248.49835760295318
25,CaCl2,10,0.5,40.0,1.58,747.79,912.4626774605857,762.9344473258373,860.4479139920644,939.383,248.15577849831695
25,CaCl2,10,0.5,40.0,2.15,627.9,684.4417855116027,640.3904991749392,621.3957011395379,648.80365,247.68029454224606
25,CaCl2,10,0.5,40.0,2.93,524.42,412.27765442218345,535.9569071092996,551.9220828447168,604.8221,247.03110831176613
25,CaCl2,10,0.5,40.0,3.98,434.96,412.27765442218345,457.9064076519251,460.8002929524438,413.97977,246.15988996187014
25,CaCl2,10,0.5,40.0,5.41,359.44,412.27765442218345,382.2222407087249,423.40201303947197,397.3804,244.97831319719575
25,CaCl2,10,0.5,40.0,7.36,296.3,412.27765442218345,323.2006928215966,310.7270462708962,282.7727,243.3762070353038
25,CaCl2,10,0.5,40.0,10.0,243.75,224.9786658644418,234.61978237811542,228.67782625470235,207.15726,241.22388333736015
25,CaCl2,10,0.5,40.0,13.6,200.48,224.9786658644418,189.7842966955396,229.0638910134233,206.1675,238.31953866977915
25,CaCl2,10,0.5,40.0,18.5,165.06,224.9786658644418,160.29651561879638,169.59674348600873,153.46013,234.4225108907284
25,CaCl2,10,0.5,40.0,25.1,136.22,132.47421768567887,145.73634018450238,167.89846819060162,153.46013,229.27398469269397
25,CaCl2,10,0.5,40.0,34.1,112.74,132.47421768567887,119.49178302096229,130.12726950558468,145.71544,222.4350086091313
25,CaCl2,10,0.5,40.0,46.4,93.567,89.02153480902439,96.32843644210209,90.69234439170027,91.844315,213.41711067644906
25,CaCl2,10,0.5,40.0,63.1,77.818,89.02153480902439,82.47997890936038,76.98563540787733,76.6641,201.7556200983068
25,CaCl2,10,0.5,40.0,85.8,64.939,61.734248203085365,68.54915126806735,68.36202174104241,68.677826,186.9193611255502
25,CaCl2,10,0.5,40.0,117.0,54.472,61.734248203085365,58.45455075637252,57.98548623990845,60.03409,168.29140777980848
25,CaCl2,10,0.5,40.0,158.0,46.113,43.40364970080085,51.66743353452631,53.41969226916751,55.09529,146.6050486611417
25,CaCl2,10,0.5,40.0,215.0,39.252,43.40364970080085,41.16105772430004,41.1750843952258,39.516167,121.01946256641963
25,CaCl2,10,0.5,40.0,293.0,33.412,38.36845793276155,35.343665581938524,34.336304794338794,32.410576,93.08385445797771
25,CaCl2,10,0.5,40.0,398.0,28.835,32.71831181273623,30.941135817490682,29.813448170196157,29.48085,65.37904663398284
25,CaCl2,10,0.5,40.0,541.0,24.817,32.71831181273623,25.695601976459354,26.159747100886722,25.564125,40.408587578683104
25,CaCl2,10,0.5,40.0,736.0,21.167,23.33806694960768,22.050586956487642,24.720652774230178,24.070553,20.96628653862338
25,CaCl2,10,0.5,40.0,1000.0,19.25,23.33806694960768,21.551092233112144,23.881480807567012,23.202614,8.6246233813411
25,CaCl2,10,0.5,8.0,0.1,18.983,16.49417528412895,16.99570450140304,18.79406691540347,21.840483,20.312249280818563
25,CaCl2,10,0.5,8.0,0.129,15.935,16.49417528412895,16.397576375002537,18.482999688121115,20.457937,20.31026735293272
25,CaCl2,10,0.5,8.0,0.167,17.178,16.49417528412895,16.35077390881535,20.384628709515628,22.78636,20.307670636694347
25,CaCl2,10,0.5,8.0,0.215,16.047,16.49417528412895,16.284131885323074,20.654163287054814,22.681868,20.304391048615432
25,CaCl2,10,0.5,8.0,0.278,15.898,16.49417528412895,16.091661518700136,20.188128336764056,23.748379,20.300087393014174
25,CaCl2,10,0.5,8.0,0.359,15.19,16.49417528412895,15.865467815293066,19.603101964163898,23.751286,20.294555461859815
25,CaCl2,10,0.5,8.0,0.464,14.658,15.617010755856702,15.484867684642733,19.682766891878483,23.44402,20.287386683596747
25,CaCl2,10,0.5,8.0,0.599,14.76,15.617010755856702,15.24895605683662,19.112145762287618,20.551361,20.278173403740507
25,CaCl2,10,0.5,8.0,0.774,15.309,15.617010755856702,15.25665167430467,19.112145762287618,19.255587,20.266236490276192
25,CaCl2,10,0.5,8.0,1.0,15.247,14.74673171930076,15.21426951949343,18.253509943496578,17.947083,20.250831215433863
25,CaCl2,10,0.5,8.0,1.29,14.866,14.74673171930076,15.174108628593572,18.166191135029194,17.818378,20.23108053770095
25,CaCl2,10,0.5,8.0,1.67,14.43,14.74673171930076,14.91343262373313,17.995243487533696,17.65661,20.205229494069872
25,CaCl2,10,0.5,8.0,2.15,14.459,14.74673171930076,14.661360459621577,17.8243407334474,17.423733,20.172622753881893
25,CaCl2,10,0.5,8.0,2.78,13.997,13.989594957458717,14.3684728332654,17.378449168357427,17.32276,20.129906248943374
25,CaCl2,10,0.5,8.0,3.59,13.598,13.989594957458717,14.02268244079534,16.75232391415079,17.357676,20.07511791388495
25,CaCl2,10,0.5,8.0,4.64,13.12,13.989594957458717,13.547271440032972,17.14885019576031,17.427343,20.00431787893216
25,CaCl2,10,0.5,8.0,5.99,12.653,12.708879319462051,12.757812649681117,14.217061278916994,14.113725,19.91365603717747
25,CaCl2,10,0.5,8.0,7.74,12.038,12.708879319462051,12.44930269854325,12.505509826025406,13.541641,19.796742697297567
25,CaCl2,10,0.5,8.0,10.0,11.447,11.451385772373126,12.076032360164705,10.959544071044157,11.582289,19.646772492677986
25,CaCl2,10,0.5,8.0,12.9,10.847,11.451385772373126,11.282800381536402,10.530094134299633,11.43946,19.45599590208725
25,CaCl2,10,0.5,8.0,16.7,10.24,10.179862230971764,10.538921413860775,9.14144956999714,9.091354,19.20881404808659
25,CaCl2,10,0.5,8.0,21.5,9.6483,10.179862230971764,9.889545293051897,8.108247711925426,8.195727,18.901068040370046
25,CaCl2,10,0.5,8.0,27.8,9.0306,8.92135479615565,9.458282687418336,7.981827563843388,8.256101,18.504621187930766
25,CaCl2,10,0.5,8.0,35.9,8.4454,8.92135479615565,8.770053988383914,7.7887055285167675,8.074064,18.007097866114275
25,CaCl2,10,0.5,8.0,46.4,7.8718,8.462381984596785,8.146774651498976,7.5521756258792,7.862698,17.38201608188553
25,CaCl2,10,0.5,8.0,59.9,7.3742,8.462381984596785,7.637520552243195,7.408183652952157,7.6117887,16.610116962163826
25,CaCl2,10,0.5,8.0,77.4,6.8679,7.372511571048434,7.301718924313261,7.26392379487036,7.3979344,15.660299421499303
25,CaCl2,10,0.5,8.0,100.0,6.465,7.372511571048434,6.932863797713695,7.251729903977297,7.3411183,14.513589568126122
25,CaCl2,10,0.5,4.0,1.0,4.9901,5.026490832980538,5.033988001029876,6.927617693384577,7.1042514,14.801363278300542
25,CaCl2,10,0.5,4.0,1.29,5.0655,5.026490832980538,5.037631680405215,6.734700357044001,6.7686625,14.786927477961903
25,CaCl2,10,0.5,4.0,1.67,5.1327,5.026490832980538,5.037631680405215,6.67132542203058,6.6855407,14.768032910927282
25,CaCl2,10,0.5,4.0,2.15,4.9755,5.026490832980538,5.028531171933689,6.607967130223038,6.4233713,14.744200595023349
25,CaCl2,10,0.5,4.0,2.78,5.108,5.026490832980538,5.029836273378711,6.442663018849689,6.386145,14.71297903671554
25,CaCl2,10,0.5,4.0,3.59,4.8913,5.026490832980538,4.947452338026486,6.440002734342088,6.3990183,14.67293415944675
25,CaCl2,10,0.5,4.0,4.64,4.8737,4.6950444943190845,4.8866739553062075,6.592437127975483,6.2907524,14.62118630641768
25,CaCl2,10,0.5,4.0,5.99,4.7704,4.6950444943190845,4.827058163887182,6.519066384694609,6.3716125,14.554921428644759
25,CaCl2,10,0.5,4.0,7.74,4.6328,4.6950444943190845,4.6601729540095285,5.734254578420203,6.109629,14.469469291039513
25,CaCl2,10,0.5,4.0,10.0,4.5113,4.6950444943190845,4.568993942514581,5.025370148124279,5.3874288,14.35985584081216
25,CaCl2,10,0.5,4.0,12.9,4.3873,4.176536713228988,4.458312923050788,4.926986647349666,5.320992,14.220416941130006
25,CaCl2,10,0.5,4.0,16.7,4.2578,4.176536713228988,4.310462457929673,4.87222489232149,4.826854,14.039751348792276
25,CaCl2,10,0.5,4.0,21.5,4.1056,4.176536713228988,4.131798735644566,4.45015965005953,4.351342,13.814819324560721
25,CaCl2,10,0.5,4.0,27.8,3.9674,4.176536713228988,4.0002486691855035,4.395441757197113,4.383397,13.52505571826388
25,CaCl2,10,0.5,4.0,35.9,3.8167,3.586045364553494,3.889077725902082,4.315268913516162,4.3432226,13.161415167054306
25,CaCl2,10,0.5,4.0,46.4,3.703,3.586045364553494,3.74393568328004,4.184221445842382,4.271317,12.704541942020128
25,CaCl2,10,0.5,4.0,59.9,3.5665,3.586045364553494,3.6247020730670862,4.104443865050178,4.200572,12.140359703589645
25,CaCl2,10,0.5,4.0,77.4,3.4875,3.586045364553494,3.5854965194427972,4.0485067430735615,4.168746,11.446136621192759
25,CaCl2,10,0.5,4.0,100.0,3.3735,3.586045364553494,3.5854965194427972,4.052636908293472,4.1678724,10.608004648533406
25,CaCl2,10,0.5,2.0,1.0,2.2572,2.341086433500609,2.3550998643783876,2.601895470840178,2.4116626,12.654096727194426
25,CaCl2,10,0.5,2.0,1.29,2.351,2.341086433500609,2.3911706642435453,2.5894488557522437,2.4199777,12.641755160381631
25,CaCl2,10,0.5,2.0,1.67,2.6004,2.4399022093844507,2.618219591710618,2.565081601939351,2.4128857,12.625601670032193
25,CaCl2,10,0.5,2.0,2.15,2.3639,2.4399022093844507,2.4477035198389006,2.540720747331787,2.3182654,12.60522676097746
25,CaCl2,10,0.5,2.0,2.78,2.4195,2.4399022093844507,2.450132749446654,2.477162382541414,2.3199632,12.578534583279211
25,CaCl2,10,0.5,2.0,3.59,2.4259,2.4399022093844507,2.440438856234977,2.4761395203041987,2.3313568,12.544299105042501
25,CaCl2,10,0.5,2.0,4.64,2.4596,2.4399022093844507,2.442896710200496,2.5347495616193156,2.2919126,12.500058427657432
25,CaCl2,10,0.5,2.0,5.99,2.3774,2.4399022093844507,2.4082294051894575,2.5208158915733763,2.3213723,12.4434067424587
25,CaCl2,10,0.5,2.0,7.74,2.3581,2.3781666900899867,2.377199136792886,2.4641930418376417,2.254272,12.370351335705223
25,CaCl2,10,0.5,2.0,10.0,2.34,2.3781666900899867,2.3562100813114895,2.428256817186319,2.2342043,12.276639751461364
25,CaCl2,10,0.5,2.0,12.9,2.3048,2.3174952647499203,2.332847641253621,2.3807179495182766,2.206653,12.157429561769012
25,CaCl2,10,0.5,2.0,16.7,2.2726,2.3174952647499203,2.3017200678526133,2.3261274165700674,2.222269,12.002973527028683
25,CaCl2,10,0.5,2.0,21.5,2.2513,2.23178718003481,2.268667283763105,2.302735241280709,2.1685452,11.81067288970546
25,CaCl2,10,0.5,2.0,27.8,2.2033,2.23178718003481,2.234452354663354,2.2744214660162143,2.1940584,11.562945931508544
25,CaCl2,10,0.5,2.0,35.9,2.1684,2.23178718003481,2.194175180291788,2.2329360257050226,2.176308,11.252059520411374
25,CaCl2,10,0.5,2.0,46.4,2.1376,2.101647553223334,2.1649577788601664,2.210923072506684,2.1545253,10.861465905962133
25,CaCl2,10,0.5,2.0,59.9,2.0903,2.101647553223334,2.120787339544565,2.183814424432726,2.1449034,10.379130834345396
25,CaCl2,10,0.5,2.0,77.4,2.0928,2.101647553223334,2.1142476279379085,2.1661432998265155,2.1489267,9.785620231995669
25,CaCl2,10,0.5,2.0,100.0,2.0863,2.101647553223334,2.111522172974663,2.1683531342879707,2.173262,9.06907792080638
25,CaCl2,10,0.5,1.5,1.0,1.5702,1.885344288442074,1.7248895274679164,1.937111369152811,1.8708919,12.167840489912553
25,CaCl2,10,0.5,1.5,1.29,2.1039,1.885344288442074,2.0819967807510387,1.9418365566251512,1.8958248,12.155973169817631
25,CaCl2,10,0.5,1.5,1.67,2.1446,2.003926125149357,2.0331153212606714,1.9380289017481322,1.9443675,12.140440406147121
25,CaCl2,10,0.5,1.5,2.15,1.8241,2.003926125149357,1.9470100126119083,1.9196232337705335,1.8681202,12.12084843931462
25,CaCl2,10,0.5,1.5,2.78,2.0865,2.003926125149357,2.0402925837434807,1.8886370329192934,1.8694881,12.095181956154054
25,CaCl2,10,0.5,1.5,3.59,1.862,1.9594201685446586,1.935085211131031,1.9079211980807942,1.8786695,12.062262037232863
25,CaCl2,10,0.5,1.5,4.64,1.9993,1.9594201685446586,1.9581068574116942,1.9530815532742547,1.8468843,12.019721386786408
25,CaCl2,10,0.5,1.5,5.99,1.956,1.9594201685446586,1.9628804384493035,1.9423453470832381,1.8706237,11.965246643638489
25,CaCl2,10,0.5,1.5,7.74,1.9077,1.8866705950347484,1.9197109459941224,1.9715729030916853,1.8545145,11.89499852119513
25,CaCl2,10,0.5,1.5,10.0,1.8919,1.8866705950347484,1.8974489129621865,1.9776640814808295,1.8380055,11.804887971724952
25,CaCl2,10,0.5,1.5,12.9,1.8763,1.8866705950347484,1.8875870534983836,1.9389466318289035,1.8712717,11.690258646201352
25,CaCl2,10,0.5,1.5,16.7,1.871,1.8866705950347484,1.8836501189928645,1.9310279078168056,1.8845143,11.54173786009215
25,CaCl2,10,0.5,1.5,21.5,1.8407,1.8182645568615585,1.850172048991231,1.9116089615516436,1.8920394,11.356826717756013
25,CaCl2,10,0.5,1.5,27.8,1.8312,1.8182645568615585,1.838215314846881,1.897823025085388,1.9142996,11.118619109787174
25,CaCl2,10,0.5,1.5,35.9,1.8108,1.8182645568615585,1.8218305107079094,1.863206739139807,1.8988125,10.819679063550428
25,CaCl2,10,0.5,1.5,46.4,1.8183,1.8182645568615585,1.8160289875898785,1.8448386881632626,1.8798076,10.444094705420545
25,CaCl2,10,0.5,1.5,59.9,1.7998,1.8182645568615585,1.8148413217301238,1.822218686873964,1.8714125,9.980294219249913
25,CaCl2,10,0.5,1.5,77.4,1.8226,1.8182645568615585,1.8143462138346262,1.8183471749018794,1.8749228,9.409590320413466
25,CaCl2,10,0.5,1.5,100.0,1.8048,1.8182645568615585,1.812877295103394,1.8202021981823393,1.896155,8.720582425595705
25,CaCl2,10,0.5,0.8,1.0,1.0692,1.317885960907372,1.2279960469046498,1.600039791127365,1.5287663,11.518311226031935
25,CaCl2,10,0.5,0.8,1.29,1.4936,1.317885960907372,1.3902313157515505,1.603942761342024,1.5491397,11.507077393176749
25,CaCl2,10,0.5,0.8,1.67,1.4897,1.317885960907372,1.4515862602487677,1.6007976663252232,1.5888058,11.492373781117925
25,CaCl2,10,0.5,0.8,2.15,1.268,1.317885960907372,1.3573530249924082,1.585594719496556,1.5265013,11.473827649477398
25,CaCl2,10,0.5,0.8,2.78,1.4883,1.4111859008695076,1.419557063217145,1.560000344734545,1.527619,11.44953126415198
25,CaCl2,10,0.5,0.8,3.59,1.3252,1.4111859008695076,1.3628285580148276,1.5759289237973828,1.5419493,11.418368637391353
25,CaCl2,10,0.5,0.8,4.64,1.4272,1.4111859008695076,1.396403898061329,1.5887512356198141,1.517185,11.378098841612363
25,CaCl2,10,0.5,0.8,5.99,1.4089,1.4111859008695076,1.4089280691310149,1.5553432662954894,1.4940484,11.326532004747914
25,CaCl2,10,0.5,0.8,7.74,1.371,1.3771516076743333,1.380250198740883,1.5481638302791623,1.4811822,11.260033784458313
25,CaCl2,10,0.5,0.8,10.0,1.3687,1.3771516076743333,1.3772650261458614,1.534489125539288,1.4314122,11.174733409719941
25,CaCl2,10,0.5,0.8,12.9,1.375,1.3771516076743333,1.3765281389805555,1.4962833336078019,1.4190074,11.066223091220484
25,CaCl2,10,0.5,0.8,16.7,1.3897,1.3771516076743333,1.380507178075451,1.4749859655854034,1.4140685,10.925630465983584
25,CaCl2,10,0.5,0.8,21.5,1.3709,1.3771516076743333,1.3802737875443039,1.4741196433716983,1.3987021,10.750590031458295
25,CaCl2,10,0.5,0.8,27.8,1.3853,1.3771516076743333,1.3823271215439867,1.4842707150177008,1.4032295,10.525098140167614
25,CaCl2,10,0.5,0.8,35.9,1.3796,1.3771516076743333,1.3842772985279475,1.4953413428669173,1.3918772,10.242115757769211
25,CaCl2,10,0.5,0.8,46.4,1.406,1.418729143253096,1.399010599904967,1.4984093662309481,1.4112746,9.886580399448572
25,CaCl2,10,0.5,0.8,59.9,1.4041,1.418729143253096,1.407572397494941,1.4977387650295733,1.4173105,9.44753796205575
25,CaCl2,10,0.5,0.8,77.4,1.4374,1.418729143253096,1.42142460809511,1.494556647755925,1.4311237,8.90729870348249
25,CaCl2,10,0.5,0.8,100.0,1.4277,1.418729143253096,1.4223533952492866,1.4893462416004102,1.4444762,8.25507061286252
25,CaCl2,10,0.5,0.4,1.0,1.5421,1.175170305448816,1.2507218919980112,1.0659296606786204,1.1243505,11.162839884441516
25,CaCl2,10,0.5,0.4,1.29,1.0614,1.175170305448816,1.0704825439747132,1.0685297783379561,1.1294038,11.151952743523879
25,CaCl2,10,0.5,0.4,1.67,0.87664,1.175170305448816,0.975587848426999,1.077403227919139,1.1583223,11.137702905686135
25,CaCl2,10,0.5,0.4,2.15,1.3292,1.175170305448816,1.1727277794378796,1.0671710141099509,1.0916232,11.119729133844391
25,CaCl2,10,0.5,0.4,2.78,1.0039,1.0970756920905045,1.0813280043574984,1.0499449382821016,1.0924225,11.096182569262474
25,CaCl2,10,0.5,0.4,3.59,1.2421,1.0970756920905045,1.1527706666779853,1.052540583516297,1.1026703,11.065981665147179
25,CaCl2,10,0.5,0.4,4.64,1.0499,1.0970756920905045,1.0931329506262346,1.0611044237782614,1.0812697,11.026954652103461
25,CaCl2,10,0.5,0.4,5.99,1.1065,1.0970756920905045,1.0885396012170625,1.0387917147494876,1.0688478,10.976979240607026
25,CaCl2,10,0.5,0.4,7.74,1.1525,1.151127142503362,1.1315856168228604,1.0339966712295465,1.0596433,10.912533249252359
25,CaCl2,10,0.5,0.4,10.0,1.1576,1.151127142503362,1.1526848600300046,1.0248635298238806,1.0565884,10.829865364472928
25,CaCl2,10,0.5,0.4,12.9,1.1467,1.151127142503362,1.1484911151037769,1.0476848094473588,1.0474318,10.72470382755581
25,CaCl2,10,0.5,0.4,16.7,1.1311,1.151127142503362,1.14823658913897,1.032772574272971,1.043786,10.588450089168726
25,CaCl2,10,0.5,0.4,21.5,1.1531,1.151127142503362,1.1503005776246857,1.055103061824432,1.0324436,10.41881164950815
25,CaCl2,10,0.5,0.4,27.8,1.1505,1.151127142503362,1.1522925358301688,1.0623687046253099,1.0357527,10.200278756246083
25,CaCl2,10,0.5,0.4,35.9,1.1667,1.151127142503362,1.1601997442436176,1.0702925209807521,1.0360411,9.926029609575002
25,CaCl2,10,0.5,0.4,46.4,1.1646,1.200169109139901,1.1630660242046693,1.0724884627143103,1.0519626,9.581466574221242
25,CaCl2,10,0.5,0.4,59.9,1.2007,1.200169109139901,1.1883661513227017,1.0720084790277655,1.0564617,9.155973606118888
25,CaCl2,10,0.5,0.4,77.4,1.1909,1.200169109139901,1.1989642529539397,1.0697308744292462,1.066758,8.632406893568767
25,CaCl2,10,0.5,0.4,100.0,1.2459,1.200169109139901,1.2188219850087476,1.0660015194119978,1.076711,8.000307482391978
25,CaCl2,10,0.5,0.2,1.0,0.69723,0.9039402276760483,0.9540459298153519,1.002569566818053,0.99202293,10.989239502650282
25,CaCl2,10,0.5,0.2,1.29,0.85177,0.9039402276760483,0.8905299917244246,1.0050151304716028,1.0301329,10.978521674545465
25,CaCl2,10,0.5,0.2,1.67,1.1808,1.018688727533495,1.0147053593426383,1.0133611319302025,1.0726666,10.964493444946728
25,CaCl2,10,0.5,0.2,2.15,0.83298,1.018688727533495,0.9437367180202144,1.0037371327633753,1.0108999,10.946799194596485
25,CaCl2,10,0.5,0.2,2.78,1.1458,1.018688727533495,1.063089407832921,0.9875349948383391,1.0116401,10.923618817529903
25,CaCl2,10,0.5,0.2,3.59,0.91459,1.018688727533495,0.9783502491651296,0.9899763519128801,1.0211301,10.893887586771847
25,CaCl2,10,0.5,0.2,4.64,1.0743,1.018688727533495,1.0392251546053572,0.9980311475888636,1.0110633,10.855467507486441
25,CaCl2,10,0.5,0.2,5.99,1.0092,1.018688727533495,0.999897093715619,0.9770447318329935,0.9994478,10.806269295215815
25,CaCl2,10,0.5,0.2,7.74,0.97033,0.9948508868186446,0.9940405039473317,0.9725347112547118,1.0365522,10.742825544224704
25,CaCl2,10,0.5,0.2,10.0,0.98265,0.9948508868186446,0.9966403708743866,0.9926430975527375,1.0335639,10.661443279995964
25,CaCl2,10,0.5,0.2,12.9,1.0015,0.9948508868186446,1.0007491570638547,1.014746904582986,1.0159332,10.55791717663765
25,CaCl2,10,0.5,0.2,16.7,1.0258,0.9948508868186446,1.0210621923164451,1.0003034914999944,1.0123972,10.423782406295375
25,CaCl2,10,0.5,0.2,21.5,1.0321,1.0536433372651774,1.0337212062057197,1.0219319363493828,1.0254844,10.256782121279718
25,CaCl2,10,0.5,0.2,27.8,1.049,1.0536433372651774,1.0399586104395195,1.0289691563944892,1.0287712,10.0416477712286
25,CaCl2,10,0.5,0.2,35.9,1.051,1.0536433372651774,1.0484578339412483,1.0366438578377701,1.0462326,9.771663646457045
25,CaCl2,10,0.5,0.2,46.4,1.0872,1.0899413128234747,1.0759217611442604,1.0387707618996398,1.0623106,9.432459128748238
25,CaCl2,10,0.5,0.2,59.9,1.0759,1.0899413128234747,1.0914071137239896,1.038305868302081,1.0668539,9.01358327085052
25,CaCl2,10,0.5,0.2,77.4,1.1319,1.1378344255931028,1.1243765210352443,1.0488046771754103,1.0772516,8.498158875321229
25,CaCl2,10,0.5,0.2,100.0,1.1377,1.1378344255931028,1.1435154659016473,1.045148276225943,1.0873026,7.875889641791551
25,CaCl2,10,0.5,0.1,1.0,1.2157,1.009804812211404,1.0177866419572152,0.8897705703294737,0.84077615,10.903454364784059
25,CaCl2,10,0.5,0.1,1.3,0.84643,1.009804812211404,0.9143629746500893,0.8855141995683968,0.8673558,10.892453692915513
25,CaCl2,10,0.5,0.1,1.7,1.0393,1.009804812211404,0.9983431273406791,0.8912345590107564,0.8924563,10.877803393220216
25,CaCl2,10,0.5,0.1,2.22,0.97228,1.009804812211404,0.9986943820214258,0.8759024107757446,0.8410664,10.858787458008049
25,CaCl2,10,0.5,0.1,2.89,0.95251,0.9590922470599038,0.9726080739240527,0.8582377537455946,0.84168226,10.834335158013888
25,CaCl2,10,0.5,0.1,3.78,0.97628,0.9590922470599038,0.9709200742375023,0.8623041880514078,0.8495779,10.801938875250185
25,CaCl2,10,0.5,0.1,4.92,0.95053,0.9590922470599038,0.9625502717069306,0.8401914764764188,0.8412024,10.760583980761215
25,CaCl2,10,0.5,0.1,6.42,0.96027,0.9590922470599038,0.9602766056150991,0.8363131680170953,0.8315384,10.706410765464303
25,CaCl2,10,0.5,0.1,8.38,0.95609,0.9590922470599038,0.9614875791858417,0.8367253037023142,0.8624091,10.636035229723817
25,CaCl2,10,0.5,0.1,10.9,0.9627,0.973023197172651,0.9628523330382599,0.9114017618778896,0.8599228,10.546231701257291
25,CaCl2,10,0.5,0.1,14.3,0.967,0.973023197172651,0.9676363355188103,0.905330196515447,0.8452541,10.426268673938388
25,CaCl2,10,0.5,0.1,18.6,0.97552,0.973023197172651,0.9758218688861919,0.9178550465161253,0.87649363,10.276502961529939
25,CaCl2,10,0.5,0.1,24.2,0.98705,0.973023197172651,0.9889817520280535,0.9241755730620704,0.87649363,10.084679729577836
